,10%,20%_1,20%_2,Thi
141,0.7000000000000001,1.4000000000000001,1.5,3.5
142,0.7000000000000001,1.4500000000000002,1.4000000000000001,3.5
143,0.7000000000000001,0.65,1.4500000000000002,3.625
144,0.7000000000000001,1.5,1.6,3.75
145,0.7000000000000001,1.4500000000000002,1.4500000000000002,3.5
146,0.7000000000000001,1.35,1.5,3.25
147,0.75,1.4000000000000001,1.6,4.5
148,0.7000000000000001,1.3,1.3,3.25
149,0.7000000000000001,1.4000000000000001,1.5,3.75
150,0.7000000000000001,1.4000000000000001,1.4000000000000001,3.321986607142857
151,0.6000000000000001,1.3,1.4000000000000001,3.375
152,0.65,1.4500000000000002,1.55,3.75
153,0.5750000000000001,1.35,1.4500000000000002,3.5
154,0.675,1.4000000000000001,1.5,3.625
155,0.6000000000000001,1.3,1.4000000000000001,3.375
156,0.8380000000000001,1.4000000000000001,1.35,3.0
157,0.8880000000000001,1.4000000000000001,1.2000000000000002,3.25
158,0.8130000000000002,1.3,1.2000000000000002,2.5
159,0.788,1.4000000000000001,1.2000000000000002,2.5
160,0.8250000000000001,1.5,1.3,2.5
161,0.875,1.6,1.4000000000000001,3.5
162,0.35000000000000003,1.35,1.4000000000000001,3.5
163,0.75,1.6,1.4000000000000001,3.75
164,0.7000000000000001,1.4500000000000002,1.4000000000000001,3.625
165,0.7000000000000001,1.425,1.3,3.25
166,0.7000000000000001,1.5,1.4000000000000001,3.5
167,0.8,1.3,1.2000000000000002,3.0
168,0.76,1.4000000000000001,1.4000000000000001,3.5
169,0.675,1.1,1.3,3.25
170,0.7400000000000001,1.1500000000000001,1.16,3.0
171,0.6900000000000001,1.35,1.0,2.5
172,0.775,1.32,1.2000000000000002,3.5
173,0.7000000000000001,1.4000000000000001,1.5,3.5
174,0.7000000000000001,1.4800000000000002,1.4500000000000002,3.375
175,0.7250000000000001,1.3,1.6,3.875
176,0.6825000000000001,1.4000000000000001,1.4000000000000001,3.5
177,0.7250000000000001,1.4500000000000002,1.5,3.75
178,0.7250000000000001,1.3,1.3,3.25
179,0.6325000000000001,1.2000000000000002,1.25,3.0
180,0.7000000000000001,1.2000000000000002,1.2000000000000002,3.0
181,0.65,1.2000000000000002,1.35,3.0
182,0.7250000000000001,1.3,1.35,3.25
183,0.7125,1.35,1.2000000000000002,3.25
184,0.7625000000000001,1.425,1.2000000000000002,2.5
185,0.7625000000000001,1.36,1.4000000000000001,3.0
186,0.675,1.4500000000000002,1.4000000000000001,3.0
187,0.7000000000000001,1.375,1.4000000000000001,3.25
188,0.7375,1.4000000000000001,1.35,3.25
189,0.6875,1.4000000000000001,1.35,3.5
190,0.7250000000000001,1.375,1.4500000000000002,3.625
191,0.6875,1.425,1.4000000000000001,3.375
192,0.7125,1.425,1.4000000000000001,3.375
193,0.7250000000000001,0.675,1.4000000000000001,3.25
194,0.65,1.35,1.3,3.125
195,0.65,1.375,1.35,3.375
196,0.30000000000000004,0.0,0.0,0.0
197,0.7125,1.375,1.4500000000000002,3.5
198,0.775,1.675,1.6,4.25
199,0.75,1.625,1.6,4.25
200,0.7125,1.55,1.5,4.0
201,0.775,1.5250000000000001,1.4000000000000001,3.75
202,0.7375,1.625,1.6,4.0
203,0.0,0.0,0.0,0.0
204,0.7125,1.5,1.5,3.25
205,0.6875,1.425,1.5,3.25
206,0.6625000000000001,1.3,1.3,2.875
207,0.375,0.675,1.3,3.0
208,0.775,1.5750000000000002,1.6,3.75
209,0.75,1.5250000000000001,1.55,3.75
210,0.7125,1.5250000000000001,1.5,3.75
211,0.7125,1.475,1.4500000000000002,3.5
212,0.675,1.75,1.8,4.25
213,0.75,1.2000000000000002,1.3,3.25
214,0.75,1.35,1.25,3.125
215,0.7250000000000001,1.3,1.3,3.0
216,0.7875000000000001,1.25,1.3,3.25
217,0.8250000000000001,1.6,1.6,4.0
218,0.7125,1.3,1.25,3.0
219,0.7250000000000001,0.0,0.0,0.0
220,0.6875,1.3,1.2000000000000002,2.5
221,0.6375000000000001,1.2750000000000001,1.2000000000000002,2.5
222,0.7250000000000001,1.3,1.3,3.0
223,0.7375,1.3,1.5,3.5
224,0.7250000000000001,1.35,1.4000000000000001,3.5
225,0.7125,1.35,1.35,3.5
226,0.775,1.2750000000000001,1.5,3.5
227,0.7875000000000001,1.225,1.35,3.5
